protein_ids	12500amol_r1	12500amol_r2	12500amol_r3	125amol_r1	125amol_r2	125amol_r3	25000amol_r1	25000amol_r2	25000amol_r3	2500amol_r1	2500amol_r2	2500amol_r3	250amol_r1	250amol_r2	250amol_r3	50000amol_r1	50000amol_r2	50000amol_r3	5000amol_r1	5000amol_r2	5000amol_r3	500amol_r1	500amol_r2	500amol_r3	50amol_r1	50amol_r2	50amol_r3
sp|P22217|TRX1_YEAST	173870000	164840000	148930000	141900000	147540000	154150000	154330000	154120000	146040000	179750000	173680000	172360000	157960000	145590000	152430000	130330000	124850000	132980000	174140000	168880000	168780000	145170000	146400000	150700000	136670000	133700000	134220000
sp|P22336|RFA1_YEAST	14101000	15860000	12805000	11138000	11347000	13594000	12803000	11723000	14032000	12409000	16232000	12920000	11921000	11670000	10808000	14461000	10702000	11132000	12724000	14620000	13079000	11259000	17888000	15553000	9127300	9799800	9886600
sp|P22353|RM08_YEAST	7485600	8403700	9166000	8529500	9002000	8576500	7550200	8677000	8129900	8535100	8641700	10245000	9956400	7820100	9108600	9021100	7444800	7007000	7679500	9034200	8746200	9379000	10245000	7267400	6988900	7877900	9590900
sp|P22515|UBA1_YEAST	209320000	209080000	203830000	195260000	183780000	196840000	193410000	189720000	183750000	208620000	192760000	220580000	207230000	196380000	185960000	175330000	169510000	176110000	208460000	207160000	203780000	188580000	183550000	191810000	200130000	198170000	191220000
sp|P22696|ESS1_YEAST	6240500	0	0	5567200	5640700	5478100	0	7657800	0	0	6376900	6506800	5899900	6865100	5814800	0	7924200	0	6656500	5782500	7070100	6167800	5595300	4553600	6013700	6739900	7018700
sp|P22768|ASSY_YEAST	92089000	93633000	97824000	94802000	101930000	99606000	88838000	92092000	92768000	103270000	100510000	104280000	99570000	92281000	99797000	79111000	88555000	88411000	93555000	96858000	99926000	95889000	97317000	98389000	95892000	96661000	106080000
sp|P22803|TRX2_YEAST	494710000	470110000	492820000	435780000	445440000	453990000	440880000	486870000	470550000	524390000	517150000	502720000	436620000	437090000	432810000	451880000	468080000	464600000	551380000	511310000	521770000	424300000	426890000	421190000	416990000	427690000	430220000
sp|P22943|HSP12_YEAST	425660000	441020000	466840000	649980000	595920000	584090000	416210000	381290000	436480000	439010000	444230000	501620000	533780000	543830000	546450000	472530000	468420000	514390000	453180000	454490000	466410000	569710000	617880000	546900000	761420000	790020000	750770000
sp|P23180|AIM17_YEAST	42593000	44551000	44218000	51914000	51606000	50318000	43336000	41950000	41977000	46035000	53532000	51591000	48561000	53350000	50132000	41802000	42859000	45014000	44201000	47803000	46811000	51321000	57532000	50009000	47626000	48610000	54768000
sp|P23248|RS3A2_YEAST	301520000	302030000	309230000	271680000	271110000	267220000	293400000	273000000	273010000	282840000	290060000	296140000	253090000	264740000	263450000	292700000	291810000	296360000	294440000	295900000	295550000	265790000	284840000	271580000	348380000	308530000	286020000
sp|P23254|TKT1_YEAST	994090000	960810000	998400000	983320000	985460000	996370000	959360000	962660000	938200000	1049900000	1014400000	1014500000	952180000	964360000	970770000	935310000	952180000	935900000	1015800000	1036400000	1028700000	994290000	1027200000	1016600000	940410000	981310000	1002200000
sp|P23287|PP2B1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|P23301|IF5A1_YEAST	202980000	198030000	192830000	143700000	149740000	156810000	181770000	181530000	167440000	174510000	192720000	196830000	156660000	177410000	185380000	199790000	193800000	184330000	171460000	180400000	197350000	174700000	189950000	181410000	200410000	175990000	156520000
sp|P23542|AATC_YEAST	117170000	119290000	111820000	110380000	118430000	120060000	115710000	119520000	113520000	121310000	114500000	119120000	120570000	122290000	129060000	111080000	110250000	117090000	126520000	121310000	115100000	133250000	118740000	120900000	102770000	113970000	110020000
sp|P23594|PP2A1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|P23615|SPT6_YEAST	9111300	9776500	9054600	0	14319000	10280000	11140000	0	11618000	9967300	10493000	9882300	11576000	11241000	8871200	9113600	8790100	8342500	8842900	9449400	9682300	11678000	15313000	10640000	10086000	8331000	11678000
sp|P23638|PSA3_YEAST	31628000	30019000	31892000	28885000	27529000	27027000	26732000	23296000	24246000	35168000	30768000	29662000	23269000	29815000	31031000	29562000	25096000	22220000	26514000	30650000	27004000	29925000	33264000	26147000	23708000	24612000	22773000
sp|P23639|PSA2_YEAST	25147000	22625000	23210000	25661000	26736000	24799000	19918000	18847000	24167000	21967000	25113000	20150000	30017000	22529000	29715000	27419000	18063000	16698000	25111000	29657000	20839000	26437000	28051000	30045000	19593000	23976000	26451000
sp|P23641|MPCP_YEAST	63502000	68097000	62071000	61912000	67594000	60255000	64909000	60252000	58426000	71327000	66960000	64994000	66755000	62309000	60930000	59673000	62139000	60294000	66726000	68982000	70758000	59526000	62470000	60045000	61955000	67741000	62342000
sp|P23644|TOM40_YEAST	17927000	21195000	18372000	14927000	14539000	17418000	18424000	19832000	18308000	18836000	18046000	21282000	16083000	16760000	14219000	18941000	16224000	16994000	19780000	17706000	18422000	14256000	17610000	17490000	14397000	14137000	16670000
sp|P23724|PSB6_YEAST	12031000	9900300	14580000	13089000	17845000	12524000	10253000	12138000	13082000	13950000	11902000	13434000	11994000	11941000	12617000	15049000	12126000	17807000	12203000	12535000	12680000	11863000	12234000	12289000	13157000	19331000	12475000
sp|P23776|EXG1_YEAST	18007000	16200000	18404000	20958000	20926000	21982000	17973000	14475000	18495000	19103000	18167000	20271000	20515000	21441000	20243000	15804000	14960000	16820000	20563000	17476000	19668000	19207000	19874000	21481000	19561000	24880000	20467000
sp|P24280|SEC14_YEAST	55712000	50196000	62273000	51136000	48897000	58504000	45636000	48516000	45202000	59321000	48614000	54232000	53395000	65596000	51998000	48861000	49400000	44722000	67740000	51833000	67337000	63918000	57659000	58321000	55831000	60499000	54389000
sp|P24783|DBP2_YEAST	4313200	4590100	3138300	4287900	3698900	3561800	2643200	2793200	4190900	3300600	4322600	3552500	3765500	3480800	2784000	3069800	4625000	3701000	3609700	4260200	3106200	3570200	3514700	4105700	3042100	3446900	3361600
sp|P25039|EFGM_YEAST	32043000	27460000	30308000	35668000	33113000	34530000	32029000	26409000	31889000	28232000	33082000	39473000	29642000	28980000	32893000	29238000	26412000	29205000	31558000	43146000	32167000	34183000	31097000	31344000	42058000	36845000	28792000
sp|P25087|ERG6_YEAST	68730000	65971000	65728000	71599000	73934000	64554000	59732000	64211000	62225000	71649000	69874000	74290000	65279000	61246000	65624000	56367000	66879000	68963000	68934000	71871000	66859000	63148000	63576000	63512000	64981000	62806000	62752000
sp|P25293|NAP1_YEAST	31296000	34872000	33219000	36986000	32330000	32728000	34148000	30471000	29503000	35754000	49834000	32111000	32266000	28337000	27724000	27932000	28652000	29456000	33105000	34248000	7970400	40528000	30274000	33288000	32370000	27758000	27594000
sp|P25294|SIS1_YEAST	72943000	71910000	72398000	73610000	74016000	76146000	65243000	78803000	68178000	77533000	80187000	78093000	78298000	77763000	76871000	63320000	66946000	66252000	78854000	72632000	80205000	81455000	81315000	75684000	60892000	62825000	71640000
sp|P25342|CDC10_YEAST	0	0	0	0	3248400	5536600	0	0	5720900	0	4554600	6193100	6225000	6188700	0	0	4522700	7189900	0	0	0	4148300	0	5039200	6001200	5247700	5095200
sp|P25343|RV161_YEAST	15678000	13227000	15118000	13206000	15690000	16132000	16647000	17670000	15683000	17443000	15901000	14588000	16866000	15688000	15915000	14297000	14628000	15666000	16268000	16691000	15915000	16032000	16599000	17103000	10005000	12847000	14331000
sp|P25349|YCP4_YEAST	81963000	65616000	62558000	56785000	53795000	53619000	101390000	62139000	65730000	78880000	69101000	61900000	62852000	72672000	65484000	44547000	37153000	44740000	68373000	71511000	62759000	57663000	100850000	54492000	42803000	60669000	45831000
sp|P25373|GLRX1_YEAST	84470000	83031000	77150000	78985000	88239000	91743000	73463000	70395000	72272000	87370000	93675000	74522000	87415000	88722000	83245000	75939000	67138000	68610000	85322000	88683000	73522000	88329000	82762000	90805000	106800000	90472000	97363000
sp|P25375|PRTD_YEAST	0	13761000	0	11906000	13277000	13221000	0	0	0	0	12657000	0	12736000	15368000	0	0	0	11292000	0	0	0	0	0	0	0	0	0
sp|P25443|RS2_YEAST	370550000	358090000	370280000	413860000	420010000	400930000	350190000	296790000	322710000	369620000	359740000	349290000	367520000	392790000	372100000	339780000	351680000	355890000	358630000	364950000	376430000	362290000	373180000	387450000	488120000	466000000	424230000
sp|P25451|PSB3_YEAST	29945000	33159000	26233000	29695000	28533000	30416000	27042000	26725000	21133000	31945000	31239000	31352000	32882000	32134000	27451000	20033000	24515000	23419000	30301000	30104000	29237000	32118000	31623000	28246000	25694000	26724000	24858000
sp|P25491|MAS5_YEAST	63448000	73661000	68090000	74466000	70450000	65514000	70262000	61720000	57781000	70234000	70095000	70921000	65666000	66521000	65799000	62102000	69995000	57421000	53244000	66736000	67468000	67855000	68837000	67216000	83705000	80611000	66642000
sp|P25572|YCE2_YEAST	0	0	0	108720000	0	0	0	139640000	123420000	0	0	117290000	0	0	117740000	125920000	125760000	0	0	0	0	122160000	0	0	0	104880000	109210000
sp|P25605|ILV6_YEAST	20008000	16934000	20375000	22912000	21295000	21563000	19669000	17160000	19229000	23893000	27936000	21075000	20002000	20509000	20791000	17685000	18244000	19541000	19081000	20190000	21385000	21953000	20770000	17506000	24373000	21259000	23327000
sp|P25608|YCZ2_YEAST;sp|P53912|YNN4_YEAST;sp|P54007|YL460_YEAST	198710000	193940000	203070000	199190000	191300000	189850000	187420000	191930000	189760000	210490000	198300000	200290000	199020000	193260000	191750000	196480000	187460000	183110000	200660000	202970000	205390000	198840000	203650000	197740000	167870000	172560000	173330000
sp|P25619|HSP30_YEAST	9641100	8633200	8334600	7543300	8329300	6773200	7451100	7578600	8588700	9561300	9353700	9407600	7134800	8179000	7570700	7876000	7819600	7858600	7345000	9199500	8956800	5705400	6597200	7624400	6116300	7737000	7200600
sp|P25623|SYP1_YEAST	11174000	10173000	9259300	10677000	9635200	8579500	9094700	8682300	7663300	8035400	9960400	11112000	9346800	8818700	9063000	7239300	9139600	7859900	9647300	10578000	10742000	10659000	8904500	9413400	6480900	8040200	8979900
sp|P25631|YCU1_YEAST	2938200	2862600	0	4175100	4074800	3611400	3335500	3153700	3186900	3669400	4146800	4028700	3637200	3459400	3950200	2898900	3377200	2949100	3923300	3611100	5840100	3646500	3883800	3782100	3183200	2730100	2724100
sp|P25694|CDC48_YEAST	225730000	231700000	227480000	230890000	235280000	241410000	220040000	233620000	216320000	240280000	243890000	238430000	246950000	248960000	241180000	220990000	199990000	193620000	240140000	238660000	240490000	246730000	243670000	241820000	207360000	225090000	229150000
sp|P25719|CYPC_YEAST	63027000	56517000	57356000	64594000	60810000	57764000	60080000	56797000	61622000	62445000	59072000	64884000	58308000	61917000	56476000	57613000	59843000	58897000	60737000	54801000	56971000	61432000	66317000	61339000	62661000	58287000	55675000
sp|P26309|CDC20_YEAST	8173300	7837700	8495000	8514800	9287100	8092300	8101500	6672100	6490700	8232600	6937400	9182100	7899600	7757700	8716200	6918200	7085300	6017800	7248900	8589200	8795700	9030400	8337900	9379200	5696300	7618300	7569600
sp|P26321|RL5_YEAST	510360000	506410000	492410000	501170000	503880000	497860000	511750000	477340000	482700000	514800000	499850000	513430000	488970000	470550000	506060000	469130000	466120000	472950000	511850000	509870000	530450000	540890000	504420000	518040000	589000000	555710000	532440000
sp|P26570|PPZ1_YEAST;sp|P33329|PPZ2_YEAST	52978000	47196000	59407000	51317000	63716000	45596000	41035000	46180000	42523000	44020000	60592000	50597000	48139000	44677000	52871000	43399000	50351000	45722000	48301000	52163000	55890000	34752000	43583000	45706000	54887000	44429000	53997000
sp|P26637|SYLC_YEAST	275040000	275350000	267190000	279210000	273930000	287520000	263640000	260410000	269160000	297450000	295770000	293170000	294540000	299230000	290230000	239960000	247440000	242970000	292230000	287640000	291500000	301000000	300430000	300290000	224610000	242620000	256970000
sp|P26755|RFA3_YEAST	6566200	7402800	7004600	7974100	7494700	6455800	6121300	8677000	6501000	5961100	7543600	6697300	6278700	6128500	7217200	6849400	5523700	5104100	8021000	7583400	7139900	7439000	7508700	8541200	6083700	5696200	5861600
sp|P26783|RS5_YEAST	356810000	369310000	375150000	348900000	344980000	360090000	358830000	398510000	374450000	404240000	371840000	385560000	379660000	360650000	352200000	373100000	368050000	395070000	396310000	391630000	385540000	351500000	364100000	349470000	384810000	386790000	383260000
sp|P26784|RL16A_YEAST	55279000	57873000	51494000	58928000	55543000	65150000	57071000	57664000	57443000	56553000	53873000	59530000	59040000	53424000	56448000	57378000	58203000	56784000	59686000	53855000	52981000	59707000	59253000	57785000	51360000	57907000	52817000
sp|P26785|RL16B_YEAST	208350000	218400000	220900000	249750000	256550000	257990000	229360000	228520000	235850000	221190000	223310000	229010000	238210000	240480000	241120000	243150000	248140000	245710000	222030000	232400000	235780000	256570000	260200000	245720000	234450000	240700000	244040000
sp|P26786|RS7A_YEAST	481710000	506560000	522230000	501290000	499080000	503020000	496740000	474190000	482020000	545640000	536240000	525980000	526130000	527640000	500410000	451400000	473690000	458020000	502030000	502940000	510480000	511010000	529200000	527200000	474660000	488960000	502070000
sp|P27476|NSR1_YEAST	5634300	5595500	4498300	6734500	5076800	6177400	5542400	6864100	0	5810100	5722900	6642900	0	6063700	6157700	5423800	9990300	6929100	5236300	5465300	5519400	0	0	7330400	3824200	5818000	7156900
sp|P27614|CBPS_YEAST	75554000	76358000	73043000	62923000	63612000	71224000	76113000	71848000	71614000	79818000	66465000	79598000	66363000	64986000	67354000	61454000	70144000	69868000	66209000	81727000	73569000	67650000	68266000	64724000	73274000	72395000	69656000
sp|P27616|PUR7_YEAST	46079000	36614000	42068000	44745000	41050000	40616000	34556000	35997000	35519000	47479000	41477000	37445000	38031000	42042000	35173000	31411000	30475000	33719000	40264000	41947000	39871000	40643000	44401000	43411000	35544000	34918000	34677000
sp|P27809|KRE2_YEAST	0	0	0	0	0	0	3939600	0	0	0	2993800	0	0	0	0	0	3167500	0	0	0	0	3514600	3866300	5871600	0	0	0
sp|P27999|RPB9_YEAST	4152300	3827000	3768200	3639700	3297100	4049500	4029900	3979100	4228500	4834600	4281100	3903800	4041000	4304000	3408000	3909700	3453700	3205800	5128600	4588700	4776500	4768900	4524200	5526600	3567500	3114700	3270800
sp|P28007|GAR1_YEAST	19761000	20918000	20562000	20278000	24831000	19552000	20519000	16622000	17857000	20571000	23750000	25442000	21405000	21371000	20894000	18658000	16274000	15639000	21123000	21208000	21956000	20514000	20996000	20406000	20634000	21317000	20255000
sp|P28240|ACEA_YEAST	319020000	316860000	330360000	349020000	356150000	353640000	319850000	318770000	295440000	347400000	321600000	338590000	349660000	342880000	335920000	273090000	277480000	298180000	326670000	332890000	306400000	314480000	341530000	328390000	361830000	375680000	380960000
sp|P28241|IDH2_YEAST	177760000	180810000	182840000	180650000	172940000	174980000	177060000	169230000	179420000	186630000	176550000	178660000	181150000	180140000	179480000	169940000	158580000	170200000	189570000	187970000	176310000	172270000	181060000	166450000	195920000	175400000	174010000
sp|P28272|PYRD_YEAST	276860000	306770000	303310000	312530000	300370000	313710000	277100000	245520000	262540000	284570000	273010000	286080000	300260000	314550000	302640000	254690000	246830000	247600000	298960000	282760000	284470000	296960000	300490000	290570000	409110000	373810000	349770000
sp|P28274|URA7_YEAST	6715400	6629700	6540500	5106200	6493900	6486400	6748500	6350300	5680100	7201500	7359100	6394700	5465900	4452300	6369100	6505500	6245700	6435400	6896100	5768400	7278300	7045200	6715700	3707200	11661000	4992800	4928400
sp|P28319|CWP1_YEAST	11632000	8185300	12115000	9453800	10014000	10154000	12682000	11998000	11484000	9904300	10549000	11350000	10446000	11081000	8056300	11296000	13726000	15685000	13943000	13020000	10996000	9202300	10451000	10735000	8657900	8211300	10196000
sp|P28495|CAPZA_YEAST	10452000	9864900	10310000	9353400	10355000	11641000	11218000	12223000	10476000	12048000	9257000	11350000	9792200	8104900	11282000	10331000	10258000	10032000	11692000	13825000	9688700	11419000	10493000	10023000	8038300	7610800	9830500
